"name";"nickname";"wins";"losses";"draws";"height_cm";"weight_in_kg";"reach_in_cm";"stance";"date_of_birth";"significant_strikes_landed_per_minute";"significant_striking_accuracy";"significant_strikes_absorbed_per_minute";"significant_strike_defence";"average_takedowns_landed_per_15_minutes";"takedown_accuracy";"takedown_defense";"average_submissions_attempted_per_15_minutes";"performance_metric"
"Khama Worthy";"The Death Star";16;9;0;180.34;70.31;187.96;"Orthodox";"1986-10-15";4.18;48.0;4.45;46.0;0.0;0.0;57.0;0.7;-34.76
"Khamzat Chimaev";"Borz";13;0;0;187.96;83.91;190.5;"Orthodox";"1994-05-01";5.72;58.0;3.46;42.0;3.99;46.0;100.0;2.7;13.0
"Kiichi Kunimoto";"Strasser";18;7;2;177.8;77.11;180.34;"Orthodox";"1981-05-01";1.87;44.0;3.92;41.0;1.59;20.0;28.0;0.3;-23.0
"Kimo Leopoldo";"";10;7;1;190.5;106.59;0.0;"Orthodox";"1968-01-05";0.76;83.0;2.12;30.0;4.55;100.0;0.0;2.3;-29.4444
"Kin Moy";"Kong";8;3;0;165.1;61.23;0.0;"";"";2.3;33.0;1.93;62.0;1.67;42.0;50.0;1.7;-9.18182
"Kiril Sidelnikov";"";11;4;0;180.34;104.33;0.0;"";"";2.87;28.0;4.48;61.0;0.0;0.0;0.0;0.0;-11.9333
"Kit Cope";"Havoc";6;7;0;182.88;77.11;0.0;"Orthodox";"1977-03-17";1.18;52.0;2.12;35.0;0.0;0.0;50.0;3.5;-32.2308
"Kiyoshi Tamura";"";32;13;3;180.34;83.91;0.0;"Southpaw";"1969-12-17";2.44;53.0;1.44;60.0;0.58;60.0;45.0;0.2;-43.6667
"Klayton Mai";"";8;3;0;175.26;56.7;0.0;"";"";1.53;42.0;1.02;63.0;3.83;100.0;0.0;7.7;-9.18182
"Kleydson Rodrigues";"KR";8;3;0;165.1;61.23;170.18;"Orthodox";"1995-10-22";5.48;62.0;2.75;48.0;0.85;25.0;63.0;0.8;-9.18182
"Koji Kitao";"";1;2;0;200.66;158.76;0.0;"Southpaw";"1963-10-12";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-9.66667
"Korey Kuppe";"";8;4;0;195.58;77.11;195.58;"Switch";"1989-01-23";0.73;73.0;1.33;31.0;0.0;0.0;69.0;1.0;-14.6667
"Kris McCray";"Savage";8;5;0;182.88;77.11;193.04;"Orthodox";"1981-09-24";2.69;45.0;2.57;54.0;2.88;55.0;38.0;0.0;-20.0769
"Kristof Midoux";"The Hurricane";6;10;0;185.42;99.79;0.0;"Orthodox";"1974-07-30";0.7;43.0;2.89;49.0;0.0;0.0;0.0;0.0;-47.75
"Kron Gracie";"";5;2;0;175.26;65.77;177.8;"Southpaw";"1988-07-11";3.74;44.0;6.82;53.0;0.47;25.0;0.0;0.5;-6.42857
"Krzysztof Jotko";"";24;6;0;185.42;83.91;195.58;"Southpaw";"1989-08-19";2.98;42.0;2.23;57.0;1.33;39.0;82.0;0.1;-10.8
"Krzysztof Soszynski";"The Polish Experiment";26;12;1;185.42;92.99;195.58;"Open Stance";"1977-08-02";3.37;39.0;3.13;58.0;0.52;25.0;71.0;1.0;-42.6667
"Kuniyoshi Hironaka";"";23;9;0;177.8;76.2;177.8;"Orthodox";"1976-06-17";1.98;40.0;3.01;54.0;1.91;30.0;25.0;0.6;-28.4688
"Kurt Holobaugh";"";21;7;0;180.34;70.31;177.8;"Orthodox";"1986-09-08";4.89;44.0;4.44;48.0;0.87;36.0;50.0;1.1;-19.25
"Kurt Osiander";"";4;1;0;0.0;83.91;0.0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.8
"Kurt Pellegrino";"Batman";16;7;0;172.72;70.31;177.8;"Orthodox";"1979-05-07";2.45;43.0;1.94;63.0;2.9;54.0;69.0;0.8;-23.8696
"Kwan Ho Kwak";"";9;2;0;165.1;61.23;0.0;"Switch";"1989-06-18";3.29;41.0;3.45;47.0;0.78;100.0;26.0;0.0;-2.63636
"Kyle Daukaus";"";11;4;0;190.5;83.91;193.04;"Southpaw";"1993-02-27";3.22;52.0;2.94;42.0;2.12;25.0;82.0;1.9;-11.9333
"Kyle Jensen";"";4;11;2;175.26;77.11;0.0;"Orthodox";"1979-07-20";0.0;0.0;0.92;60.0;6.92;100.0;0.0;6.9;-54.0588
"Kyle Kurtz";"";7;5;0;0.0;77.11;0.0;"";"";1.31;36.0;2.95;52.0;1.23;20.0;0.0;2.5;-20.9167
"Kyle Levinton";"";0;3;0;0.0;0.0;0.0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-15.0
"Kyle Nelson";"The Monster";15;5;1;180.34;65.77;180.34;"Switch";"1991-04-20";3.46;44.0;4.56;52.0;1.15;20.0;73.0;0.7;-14.2857
"Kyle Noke";"";22;10;1;185.42;77.11;193.04;"Southpaw";"1980-03-18";3.23;50.0;2.09;64.0;1.53;54.0;66.0;0.8;-35.3333
"Kyle Sturgeon";"";0;1;0;190.5;102.06;0.0;"Switch";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-5.0
"Kyler Phillips";"The Matrix";11;2;0;172.72;61.23;182.88;"Orthodox";"1995-06-12";5.36;46.0;3.36;61.0;2.87;46.0;70.0;0.6;-0.692308
"Kyung Ho Kang";"Mr. Perfect";19;10;0;175.26;61.23;185.42;"Orthodox";"1987-09-09";3.35;48.0;3.33;55.0;1.87;57.0;68.0;0.8;-37.5517
"Lacey Schuckman";"";11;10;0;160.02;56.7;0.0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-44.2381
"Lando Vannata";"Groovy";12;7;2;175.26;70.31;180.34;"Orthodox";"1992-03-14";4.52;45.0;4.76;55.0;1.09;37.0;69.0;0.3;-28.1429
"Lara Procopio";"";7;2;0;162.56;56.7;170.18;"Orthodox";"1995-11-14";5.64;58.0;6.5;47.0;3.15;47.0;50.0;0.3;-4.55556
"Larissa Pacheco";"";10;2;0;170.18;61.23;0.0;"Orthodox";"1994-09-07";1.21;19.0;4.14;55.0;0.0;0.0;0.0;0.0;-1.66667
"Larry Cureton";"";0;2;0;187.96;108.86;0.0;"Orthodox";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-10.0
"Lauren Murphy";"Lucky";16;6;0;165.1;56.7;170.18;"Orthodox";"1983-07-27";4.05;39.0;5.25;55.0;1.03;25.0;69.0;0.1;-18.3636
"Lavar Johnson";"Big";18;10;0;193.04;108.86;208.28;"Orthodox";"1977-06-11";5.39;55.0;2.54;55.0;0.61;66.0;54.0;0.6;-38.4286
"LC Davis";"";23;8;0;172.72;61.23;175.26;"Southpaw";"1980-10-28";2.04;30.0;2.1;59.0;2.27;46.0;66.0;0.2;-22.9355
"Leandro Issa";"Brodinho";13;6;0;170.18;61.23;175.26;"Orthodox";"1983-09-19";2.08;37.0;3.17;58.0;2.38;22.0;50.0;1.2;-21.1053
"Leandro Silva";"Buscape";20;6;1;175.26;70.31;182.88;"Orthodox";"1985-11-11";2.39;48.0;2.08;63.0;1.76;37.0;65.0;0.4;-15.1852
"Lee Murray";"Lightning";8;2;1;190.5;83.91;0.0;"Orthodox";"1977-09-12";0.36;15.0;3.28;32.0;0.9;100.0;42.0;1.8;-4.18182
"Leiticia Pestova";"";0;2;0;167.64;61.23;0.0;"Orthodox";"1984-01-15";0.0;0.0;24.62;44.0;0.0;0.0;0.0;0.0;-10.0
"Lemont Davis";"";2;6;0;172.72;77.11;0.0;"Orthodox";"";0.87;54.0;1.27;55.0;1.0;50.0;0.0;1.0;-29.5
"Leo Kuntz";"The Lion";18;4;1;177.8;70.31;0.0;"Orthodox";"1983-10-03";1.68;32.0;3.8;45.0;1.99;25.0;33.0;0.7;-5.91304
"Leon Edwards";"Rocky";21;3;0;187.96;77.11;187.96;"Southpaw";"1991-08-25";2.8;53.0;2.4;53.0;1.26;33.0;69.0;0.3;3.375
"Leon Shahbazyan";"";7;2;0;193.04;77.11;187.96;"Orthodox";"1995-11-18";6.33;52.0;8.18;32.0;1.46;50.0;0.0;0.0;-4.55556
"Leonard Garcia";"Bad Boy";18;13;1;177.8;65.77;172.72;"Orthodox";"1979-07-14";2.77;24.0;4.79;52.0;0.3;26.0;42.0;0.5;-54.875
"Leonardo Guimaraes";"Leleco";11;5;0;182.88;83.91;0.0;"Orthodox";"1982-04-15";2.35;56.0;2.99;44.0;0.0;0.0;52.0;1.0;-17.4375
"Leonardo Mafra";"Macarrao";13;4;0;177.8;70.31;177.8;"Orthodox";"1989-04-25";4.55;48.0;4.38;43.0;2.12;83.0;69.0;0.4;-10.0588
"Leonardo Santos";"";18;7;1;182.88;70.31;190.5;"Orthodox";"1980-02-05";2.82;46.0;3.4;54.0;0.88;25.0;86.0;0.2;-22.5385
"Leonardo Silva de Oliveira";"Cabecao";12;4;0;187.96;83.91;0.0;"Orthodox";"1992-04-23";1.07;40.0;0.54;50.0;24.11;50.0;0.0;0.0;-11.0
"Lerone Murphy";"The Miracle";13;0;1;175.26;65.77;185.42;"Orthodox";"1991-07-22";3.65;50.0;2.4;56.0;1.29;46.0;46.0;0.9;12.0714
"Liam McGeary";"";12;2;0;198.12;92.99;0.0;"";"";1.28;48.0;1.92;50.0;0.51;100.0;0.0;2.5;0.285714
"Liana Jojua";"She Wolf";8;5;0;162.56;56.7;157.48;"Orthodox";"1995-03-22";2.42;30.0;5.32;54.0;1.71;66.0;50.0;1.3;-20.0769
"Liang Na";"The Dragon Girl";19;7;0;165.1;56.7;170.18;"Orthodox";"1996-07-27";1.93;40.0;4.48;27.0;5.1;60.0;0.0;0.8;-21.1154
"Liliya Shakirova";"";8;2;0;162.56;56.7;165.1;"Orthodox";"1991-10-24";2.7;30.0;2.58;74.0;0.0;0.0;0.0;0.0;-3.6
"Lina Lansberg";"Elbow Queen";10;8;0;170.18;61.23;165.1;"Orthodox";"1982-03-13";2.69;55.0;3.87;44.0;0.52;27.0;47.0;0.1;-34.4444
"Lionel Lanham";"";5;1;0;0.0;92.99;0.0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.833333
"Lisa Ellis";"";15;11;0;162.56;52.16;0.0;"";"";1.68;48.0;2.32;57.0;4.19;63.0;50.0;0.6;-46.3462
"Livinha Souza";"The Brazilian Gangsta";14;4;0;160.02;52.16;160.02;"Orthodox";"1991-03-11";1.75;45.0;3.6;56.0;2.54;45.0;40.0;1.4;-9.11111
"Liz Carmouche";"Girlrilla";13;7;0;167.64;56.7;167.64;"Orthodox";"1984-02-19";2.78;54.0;2.51;61.0;2.57;51.0;65.0;0.3;-26.55
"Lodune Sincaid";"";15;9;0;175.26;83.91;0.0;"Orthodox";"1973-05-07";2.72;42.0;6.17;57.0;0.0;0.0;75.0;0.0;-35.625
"Logan Clark";"";18;6;0;187.96;83.91;0.0;"Orthodox";"1985-02-16";2.2;54.0;1.49;53.0;0.31;100.0;30.0;2.1;-16.5
"Logan Nail";"";1;1;0;0.0;83.91;0.0;"";"";1.93;51.0;2.27;39.0;0.0;0.0;37.0;0.0;-4.5
"Loma Lookboonmee";"";8;3;0;154.94;52.16;154.94;"Orthodox";"1996-01-18";4.14;58.0;2.58;52.0;2.04;50.0;74.0;0.2;-9.18182
"Loopy Godinez";"";12;3;0;157.48;52.16;154.94;"Orthodox";"1993-09-06";4.31;49.0;3.76;62.0;3.39;46.0;86.0;1.1;-5.4
"Lorenz Larkin";"The Monsoon";18;6;0;180.34;77.11;182.88;"Orthodox";"1986-09-03";3.53;46.0;2.74;63.0;0.27;42.0;79.0;0.1;-16.5
"Louis Cosce";"";7;2;0;175.26;77.11;180.34;"Orthodox";"1995-08-27";4.31;45.0;5.35;47.0;1.04;20.0;50.0;0.5;-4.55556
"Louis Gaudinot";"Goodnight";8;4;0;160.02;56.7;160.02;"Orthodox";"1984-08-28";2.34;37.0;6.42;48.0;0.57;40.0;31.0;1.1;-14.6667
"Louis Jauregui";"";4;2;0;170.18;77.11;0.0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-7.33333
"Louis Smolka";"Da Last Samurai";17;9;0;175.26;61.23;172.72;"Orthodox";"1991-07-16";4.67;47.0;4.11;53.0;1.69;35.0;32.0;1.8;-33.8846
"Lu Kai";"The Last Gladiator";8;5;0;175.26;65.77;175.26;"Orthodox";"1994-03-01";3.76;43.0;5.51;55.0;2.62;50.0;100.0;2.6;-20.0769
"Luan Chagas";"Tarzan";15;3;1;182.88;77.11;190.5;"Orthodox";"1993-06-17";4.16;47.0;3.19;62.0;0.32;12.0;85.0;0.3;-3.15789
"Luan Lacerda";"";12;3;0;170.18;61.23;180.34;"Orthodox";"1993-01-07";4.52;44.0;7.07;47.0;1.26;25.0;75.0;0.6;-5.4
"Luana Carolina";"Dread";9;4;0;167.64;56.7;175.26;"Orthodox";"1993-06-11";4.65;50.0;4.0;47.0;0.15;25.0;76.0;0.7;-13.7692
"Luana Pinheiro";"";11;2;0;157.48;52.16;157.48;"Orthodox";"1992-11-18";3.89;41.0;4.38;62.0;2.36;40.0;66.0;0.3;-0.692308
"Luc Bondole";"";5;2;2;187.96;92.99;0.0;"";"";3.35;51.0;2.04;62.0;0.0;0.0;0.0;1.8;-7.22222
"Lucas Fernando";"";9;2;0;190.5;83.91;203.2;"";"";1.87;51.0;4.73;38.0;3.0;30.0;0.0;1.0;-2.63636
"Lucas Martins";"Mineiro";19;3;0;182.88;65.77;182.88;"Southpaw";"1988-11-11";2.87;35.0;4.14;60.0;0.0;0.0;76.0;0.5;1.40909
"Lucie Pudilova";"";14;9;0;172.72;61.23;170.18;"Orthodox";"1994-06-13";3.68;37.0;3.83;51.0;0.55;27.0;66.0;0.7;-36.4783
"Lucio Linhares";"";19;8;0;187.96;83.91;0.0;"Orthodox";"1973-12-08";0.99;22.0;3.47;34.0;1.86;50.0;50.0;1.9;-26.6296
"Lucrezia Ria";"";8;2;0;167.64;56.7;0.0;"Orthodox";"1992-06-24";4.07;46.0;4.4;45.0;1.0;33.0;0.0;0.0;-3.6
"Luigi Fioravanti";"";26;15;0;172.72;77.11;177.8;"Orthodox";"1981-01-22";2.23;42.0;2.21;69.0;3.76;63.0;67.0;0.9;-58.5122
"Luigi Vendramini";"The Italian Stallion";9;3;0;172.72;70.31;185.42;"Orthodox";"1996-01-16";2.82;40.0;3.82;57.0;1.11;15.0;100.0;0.6;-8.25
"Luis Henrique";"KLB";10;5;0;187.96;110.22;187.96;"Orthodox";"1993-08-21";1.81;43.0;2.22;47.0;3.09;36.0;50.0;1.0;-18.3333
"Luis Pena";"Violent Bob Ross";9;3;0;190.5;70.31;190.5;"Southpaw";"1993-07-05";3.66;46.0;3.12;51.0;1.17;33.0;48.0;1.2;-8.25
"Luis Rodriguez";"Lazy Boy";11;2;0;167.64;56.7;165.1;"Orthodox";"1999-05-07";1.27;37.0;3.2;54.0;2.0;50.0;100.0;2.0;-0.692308
"Luis Saldana";"";16;7;1;180.34;65.77;185.42;"Orthodox";"1991-01-27";5.16;50.0;3.65;60.0;0.64;17.0;44.0;0.2;-24.3333
"Luiz Azeredo";"";15;10;0;175.26;69.85;0.0;"Orthodox";"1976-06-10";2.16;39.0;2.76;57.0;1.07;50.0;45.0;0.3;-41.0
"Luiz Cane";"Banha";17;7;0;187.96;83.91;195.58;"Southpaw";"1981-04-24";4.79;41.0;5.0;60.0;0.56;28.0;100.0;0.3;-22.9583
"Luiz Firmino";"Buscape";19;8;0;167.64;69.85;0.0;"Orthodox";"1982-03-18";1.23;50.0;1.22;51.0;3.86;45.0;20.0;0.9;-26.6296
"Lukasz Brzeski";"The Bull";8;4;1;193.04;107.05;198.12;"Orthodox";"1992-05-17";5.08;48.0;3.46;57.0;0.64;50.0;42.0;0.6;-15.0769
"Luke Barnatt";"The Bigslow";13;4;0;198.12;83.91;195.58;"Orthodox";"1988-04-13";4.43;36.0;3.87;59.0;0.63;42.0;63.0;0.4;-10.0588
"Luke Cummo";"";6;6;0;182.88;77.11;187.96;"Orthodox";"1980-04-27";1.74;43.0;1.5;59.0;0.89;55.0;42.0;1.4;-27.0
"Luke Flores";"";9;2;0;182.88;70.31;185.42;"Southpaw";"1988-03-17";1.56;44.0;1.88;60.0;0.0;0.0;40.0;1.2;-2.63636
"Luke Rockhold";"";16;6;0;190.5;83.91;195.58;"Southpaw";"1984-10-17";4.1;49.0;2.68;53.0;0.7;29.0;65.0;1.0;-18.3636
"Luke Sanders";"Cool Hand";13;5;0;167.64;61.23;170.18;"Southpaw";"1985-12-12";6.61;52.0;4.37;50.0;0.71;30.0;72.0;0.2;-15.6111
"Luke Stewart";"";6;3;0;180.34;77.11;0.0;"Orthodox";"";3.75;56.0;2.34;53.0;3.75;33.0;50.0;1.9;-11.0
"Lumumba Sayers";"";6;5;0;182.88;83.91;0.0;"";"";2.54;41.0;2.37;48.0;7.63;75.0;0.0;2.5;-21.7273
"Lv Zhenhong";"";16;6;0;172.72;65.77;170.18;"Switch";"1993-06-25";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-18.3636
"Lyle Beerbohm";"Fancy Pants";24;3;0;177.8;70.31;0.0;"Southpaw";"1979-02-05";1.98;55.0;1.61;54.0;2.1;23.0;64.0;0.3;6.33333
"Lyoto Machida";"The Dragon";24;8;0;185.42;83.91;187.96;"Southpaw";"1978-05-30";2.59;53.0;1.57;61.0;1.21;65.0;75.0;0.4;-22.0
"Mac Danzig";"";21;12;1;172.72;70.31;177.8;"Orthodox";"1980-01-02";3.39;48.0;3.44;57.0;1.2;37.0;46.0;0.6;-47.0294
"Maciej Jewtuszko";"Irokez";12;3;0;182.88;70.31;0.0;"Southpaw";"1981-01-31";2.29;45.0;1.39;66.0;0.0;0.0;42.0;0.9;-5.4
"Mackens Semerzier";"Da Menace";8;4;0;175.26;65.77;182.88;"Orthodox";"1980-11-03";2.91;45.0;3.48;46.0;2.14;50.0;50.0;2.1;-14.6667
"Mackenzie Dern";"";13;4;0;162.56;52.16;160.02;"Orthodox";"1993-03-24";3.49;40.0;4.21;51.0;0.77;14.0;40.0;1.4;-10.0588
"Macy Chiasson";"";9;3;0;180.34;61.23;182.88;"Orthodox";"1991-07-27";3.64;44.0;2.61;46.0;2.17;34.0;64.0;0.3;-8.25
"Mads Burnell";"";9;3;0;172.72;65.77;175.26;"Orthodox";"1994-03-06";1.28;41.0;2.71;51.0;3.45;47.0;22.0;0.4;-8.25
"Magno Almeida";"";10;3;0;182.88;70.31;0.0;"";"";1.67;36.0;2.6;41.0;0.0;0.0;40.0;5.0;-7.30769
"Magnus Cedenblad";"Jycken";14;5;0;195.58;83.91;200.66;"Orthodox";"1982-04-10";2.38;51.0;3.02;40.0;2.87;64.0;66.0;1.0;-14.6842
"Magomed Mustafaev";"The Sniper";14;4;0;172.72;70.31;180.34;"Orthodox";"1988-08-02";2.59;58.0;2.68;41.0;3.31;50.0;23.0;0.4;-9.11111
"Magomed Sultanakhmedov";"";18;6;0;187.96;83.91;0.0;"Southpaw";"";0.0;0.0;2.4;42.0;9.0;100.0;0.0;9.0;-16.5
"Maiquel Falcao";"Big Rig";37;10;0;180.34;83.91;0.0;"Orthodox";"1981-03-08";1.67;55.0;0.53;86.0;1.0;100.0;71.0;3.0;-20.8723
"Mairbek Taisumov";"Beckan";27;6;0;175.26;70.31;185.42;"Orthodox";"1988-08-08";2.98;39.0;3.03;64.0;1.34;63.0;88.0;0.0;-7.90909
"Makhmud Muradov";"";26;8;0;187.96;83.91;190.5;"Orthodox";"1990-02-08";4.21;43.0;2.56;61.0;3.04;66.0;77.0;0.2;-20.1176
"Maki Pitolo";"Coconut Bombz";13;9;0;177.8;83.91;190.5;"Orthodox";"1990-11-24";4.1;44.0;3.93;55.0;2.24;52.0;50.0;0.8;-37.3182
"Makoto Takimoto";"";6;5;0;170.18;92.99;0.0;"Southpaw";"1979-12-08";1.37;39.0;1.71;55.0;1.48;50.0;25.0;1.1;-21.7273
"Makwan Amirkhani";"Mr. Finland";17;9;0;177.8;65.77;182.88;"Southpaw";"1988-11-08";1.33;44.0;2.98;46.0;3.96;43.0;35.0;1.1;-33.8846
"Malcolm Gordon";"X";14;7;0;170.18;56.7;180.34;"Switch";"1990-05-19";1.93;42.0;2.26;42.0;1.61;30.0;9.0;0.8;-25.6667
"Mallory Martin";"";7;5;0;162.56;52.16;160.02;"Orthodox";"1994-01-29";4.42;48.0;6.64;55.0;2.28;43.0;25.0;0.3;-20.9167
"Mana Martinez";"ManaBoi";10;4;0;177.8;61.23;177.8;"Orthodox";"1996-03-25";4.33;48.0;4.94;50.0;0.72;42.0;25.0;0.5;-12.8571
"Mando Gutierrez";"El Toro";7;2;0;167.64;61.23;177.8;"Southpaw";"1997-02-24";0.8;75.0;1.33;50.0;1.0;100.0;40.0;1.0;-4.55556
"Mandy Bohm";"Monster";8;2;0;170.18;56.7;180.34;"Orthodox";"1989-07-30";2.51;45.0;3.24;60.0;0.72;18.0;75.0;0.7;-3.6
"Manel Kape";"StarBoy";19;6;0;165.1;56.7;172.72;"Southpaw";"1993-11-14";5.12;54.0;4.51;59.0;0.65;37.0;77.0;0.4;-15.56
"Manny Bermudez";"The Bermudez Triangle";14;2;0;177.8;65.77;180.34;"Orthodox";"1994-07-16";2.92;61.0;2.68;46.0;3.06;54.0;0.0;3.1;2.25
"Manny Tapia";"The Mangler";12;14;1;165.1;61.23;170.18;"Orthodox";"1981-03-14";2.69;21.0;4.74;58.0;0.49;40.0;66.0;0.2;-64.6667
"Manny Vazquez";"";11;2;0;177.8;56.7;182.88;"Orthodox";"1993-11-19";1.47;41.0;2.67;48.0;1.0;33.0;0.0;1.0;-0.692308
"Manon Fiorot";"The Beast";11;1;0;170.18;56.7;165.1;"Orthodox";"1990-02-17";6.05;39.0;3.31;69.0;1.36;46.0;91.0;0.0;5.08333
"Manvel Gamburyan";"The Anvil";15;10;0;165.1;61.23;170.18;"Orthodox";"1981-05-08";2.13;41.0;2.83;55.0;3.26;34.0;69.0;0.7;-41.0
"Mara Romero Borella";"";12;9;0;167.64;56.7;175.26;"Orthodox";"1986-06-03";2.54;37.0;2.48;71.0;1.83;44.0;66.0;0.2;-38.1429
"Marc-Andre Barriault";"Powerbar";16;6;0;185.42;83.91;187.96;"Orthodox";"1990-02-18";5.95;47.0;5.22;53.0;0.24;25.0;67.0;0.1;-18.3636
"Marcel Fortuna";"";9;3;0;185.42;92.99;187.96;"Orthodox";"1985-10-22";3.83;46.0;4.52;64.0;0.45;8.0;75.0;0.5;-8.25
"Marcelo Golm";"";6;3;0;190.5;112.94;190.5;"Orthodox";"1992-09-15";4.27;58.0;4.3;45.0;0.45;50.0;87.0;0.5;-11.0
"Marcin Held";"";23;7;0;175.26;70.31;180.34;"Orthodox";"1992-01-18";1.41;34.0;2.02;47.0;2.46;46.0;37.0;1.3;-17.3667
"Marcin Prachnio";"";16;7;0;190.5;92.99;187.96;"Orthodox";"1988-07-14";5.39;55.0;3.25;53.0;0.0;0.0;54.0;0.0;-23.8696
"Marcin Tybura";"Tybur";24;8;0;190.5;112.94;198.12;"Orthodox";"1985-11-09";3.55;48.0;3.35;55.0;1.39;33.0;79.0;0.1;-22.0
"Marcio Alexandre Junior";"Lyoto";17;4;0;182.88;83.91;190.5;"Southpaw";"1989-05-05";1.61;45.0;2.89;42.0;0.35;20.0;66.0;0.7;-6.2381
"Marcio Cruz";"Pe de Pano";8;3;0;193.04;105.23;0.0;"Orthodox";"1978-04-24";2.92;46.0;1.51;68.0;0.53;7.0;37.0;1.6;-9.18182
"Marco Beltran";"Psycho";8;6;0;172.72;56.7;175.26;"Orthodox";"1986-05-18";2.07;37.0;1.93;63.0;0.7;50.0;46.0;0.2;-25.4286
"Marco Tulio";"Matuto";10;1;0;182.88;83.91;187.96;"Orthodox";"1994-06-13";3.2;48.0;2.2;52.0;2.0;25.0;0.0;1.0;4.09091
"Marcos Bonilla";"Murder Marx";4;4;0;177.8;65.77;0.0;"";"";0.47;12.0;0.47;94.0;0.0;0.0;0.0;0.0;-18.0
"Marcos Galvao";"Loro";18;8;1;170.18;61.23;0.0;"Orthodox";"1981-06-23";1.97;32.0;3.86;61.0;2.27;28.0;88.0;1.1;-28.0
"Marcos Rogerio de Lima";"Pezao";21;10;1;185.42;114.76;190.5;"Orthodox";"1985-06-25";3.61;56.0;2.96;51.0;1.34;47.0;59.0;0.5;-36.2188
"Marcos Vinicius";"Vina";23;11;1;175.26;56.7;0.0;"Orthodox";"1979-12-05";1.93;49.0;2.91;47.0;0.0;0.0;25.0;0.5;-39.8857
"Marcus Aurelio";"Maximus";22;10;0;177.8;70.31;187.96;"Orthodox";"1973-08-18";1.42;33.0;2.27;59.0;1.69;27.0;27.0;1.3;-34.875
"Marcus Davis";"The Irish Hand Grenade";22;11;0;177.8;77.11;177.8;"Southpaw";"1973-08-24";2.72;39.0;2.79;65.0;1.6;48.0;47.0;1.4;-40.3333
"Marcus Hicks";"The Wrecking Ball";10;4;0;167.64;70.31;162.56;"Southpaw";"1975-11-25";1.42;43.0;3.06;61.0;2.7;53.0;25.0;4.0;-12.8571
"Marcus Jones";"The Darkness";4;2;0;198.12;120.2;0.0;"Orthodox";"1973-08-15";1.94;52.0;2.71;58.0;8.71;75.0;0.0;2.9;-7.33333
"Marcus Kowal";"";3;1;1;0.0;61.23;0.0;"";"";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-3.2
"Marcus LeVesseur";"The Prospect";22;7;0;175.26;70.31;177.8;"Southpaw";"1982-07-17";2.55;64.0;3.7;37.0;3.89;36.0;83.0;0.6;-18.3103
"Marcus McGhee";"The Maniac";8;1;0;172.72;61.23;175.26;"Orthodox";"1990-05-07";3.42;48.0;1.81;77.0;0.0;0.0;100.0;1.6;2.11111
"Maria Silva";"Viuva Negra";8;1;0;160.02;52.16;162.56;"Orthodox";"1995-12-19";3.0;57.0;1.13;62.0;2.0;100.0;55.0;0.5;2.11111
"Marilia Santos";"Chocolate";10;3;0;162.56;56.7;0.0;"Orthodox";"1992-12-12";4.4;54.0;4.07;53.0;1.0;100.0;66.0;1.0;-7.30769
"Marina Rodriguez";"";17;3;2;167.64;52.16;165.1;"Orthodox";"1987-04-29";4.77;48.0;2.89;56.0;0.25;42.0;66.0;0.2;-1.86364
"Mario Bautista";"";13;2;0;175.26;61.23;175.26;"Switch";"1993-07-01";5.32;51.0;4.2;53.0;2.72;50.0;56.0;1.3;1.26667
"Mario Sousa";"Coracao Valente";15;3;0;190.5;83.91;200.66;"Orthodox";"1996-10-20";2.82;50.0;2.99;28.0;0.52;25.0;37.0;0.5;-2.5
"Mario Sperry";"Zen Machine";13;4;0;187.96;92.99;0.0;"Orthodox";"1966-09-28";2.81;52.0;1.53;47.0;2.09;42.0;71.0;1.4;-10.0588
"Marion Reneau";"The Belizean Bruiser";9;8;1;167.64;61.23;172.72;"Orthodox";"1977-06-20";3.2;41.0;3.52;59.0;0.62;63.0;50.0;0.8;-35.5
"Marius Enache";"";3;3;0;180.34;70.31;0.0;"";"";1.71;34.0;0.66;84.0;3.94;100.0;0.0;3.9;-13.5
"Mariusz Ksiazkiewicz";"The Iron Pol";8;1;0;190.5;83.91;190.5;"Southpaw";"1989-10-04";0.93;45.0;3.4;39.0;4.0;100.0;0.0;2.0;2.11111
"Mariya Agapova";"Demonslayer";10;4;0;167.64;56.7;172.72;"Southpaw";"1997-04-07";4.67;55.0;3.82;52.0;0.59;66.0;47.0;0.9;-12.8571
"Mark Bocek";"";12;5;0;172.72;70.31;190.5;"Orthodox";"1981-10-24";2.34;43.0;2.32;60.0;3.65;36.0;31.0;1.3;-16.5294
"Mark Coleman";"The Hammer";16;10;0;185.42;92.99;190.5;"Orthodox";"1964-12-20";1.88;52.0;2.62;40.0;3.89;40.0;50.0;0.8;-40.1538
